Code du département;Libellé du département;Code de la commune;Libellé de la commune;Etat saisie;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N°Panneau_1;Sexe_1;Nom_1;Prénom_1;Voix_1;% Voix/Ins_1;% Voix/Exp_1;N°Panneau_2;Sexe_2;Nom_2;Prénom_2;Voix_2;% Voix/Ins_2;% Voix/Exp_2;extraction_source_url;ingestion_timestamp;source_file_name
69;Rhône;058;Chiroubles;Complet;342;68;19.88;274;80.12;19;5.56;6.93;4;1.17;1.46;251;73.39;91.61;1;M;MACRON;Emmanuel;162;47.37;64.54;2;F;LE PEN;Marine;89;26.02;35.46;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;059;Civrieux-d'Azergues;Complet;1180;231;19.58;949;80.42;40;3.39;4.21;11;0.93;1.16;898;76.1;94.63;1;M;MACRON;Emmanuel;577;48.9;64.25;2;F;LE PEN;Marine;321;27.2;35.75;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;060;Claveisolles;Complet;451;80;17.74;371;82.26;16;3.55;4.31;2;0.44;0.54;353;78.27;95.15;1;M;MACRON;Emmanuel;162;35.92;45.89;2;F;LE PEN;Marine;191;42.35;54.11;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;061;Cogny;Complet;933;177;18.97;756;81.03;37;3.97;4.89;7;0.75;0.93;712;76.31;94.18;1;M;MACRON;Emmanuel;428;45.87;60.11;2;F;LE PEN;Marine;284;30.44;39.89;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;062;Coise;Complet;642;103;16.04;539;83.96;36;5.61;6.68;11;1.71;2.04;492;76.64;91.28;1;M;MACRON;Emmanuel;283;44.08;57.52;2;F;LE PEN;Marine;209;32.55;42.48;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;063;Collonges-au-Mont-d'Or;Complet;3418;724;21.18;2694;78.82;117;3.42;4.34;36;1.05;1.34;2541;74.34;94.32;1;M;MACRON;Emmanuel;1872;54.77;73.67;2;F;LE PEN;Marine;669;19.57;26.33;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;064;Condrieu;Complet;2749;666;24.23;2083;75.77;136;4.95;6.53;28;1.02;1.34;1919;69.81;92.13;1;M;MACRON;Emmanuel;1217;44.27;63.42;2;F;LE PEN;Marine;702;25.54;36.58;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;065;Corcelles-en-Beaujolais;Complet;701;154;21.97;547;78.03;29;4.14;5.3;6;0.86;1.1;512;73.04;93.6;1;M;MACRON;Emmanuel;243;34.66;47.46;2;F;LE PEN;Marine;269;38.37;52.54;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;066;Cours;Complet;3138;806;25.69;2332;74.31;161;5.13;6.9;64;2.04;2.74;2107;67.14;90.35;1;M;MACRON;Emmanuel;939;29.92;44.57;2;F;LE PEN;Marine;1168;37.22;55.43;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;067;Courzieu;Complet;925;229;24.76;696;75.24;52;5.62;7.47;14;1.51;2.01;630;68.11;90.52;1;M;MACRON;Emmanuel;345;37.3;54.76;2;F;LE PEN;Marine;285;30.81;45.24;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;068;Couzon-au-Mont-d'Or;Complet;1843;423;22.95;1420;77.05;76;4.12;5.35;22;1.19;1.55;1322;71.73;93.1;1;M;MACRON;Emmanuel;957;51.93;72.39;2;F;LE PEN;Marine;365;19.8;27.61;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;069;Craponne;Complet;8591;2020;23.51;6571;76.49;296;3.45;4.5;107;1.25;1.63;6168;71.8;93.87;1;M;MACRON;Emmanuel;4161;48.43;67.46;2;F;LE PEN;Marine;2007;23.36;32.54;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;070;Cublize;Complet;919;182;19.8;737;80.2;35;3.81;4.75;9;0.98;1.22;693;75.41;94.03;1;M;MACRON;Emmanuel;321;34.93;46.32;2;F;LE PEN;Marine;372;40.48;53.68;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;071;Curis-au-Mont-d'Or;Complet;887;157;17.7;730;82.3;55;6.2;7.53;11;1.24;1.51;664;74.86;90.96;1;M;MACRON;Emmanuel;493;55.58;74.25;2;F;LE PEN;Marine;171;19.28;25.75;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;072;Dardilly;Complet;6759;1531;22.65;5228;77.35;260;3.85;4.97;54;0.8;1.03;4914;72.7;93.99;1;M;MACRON;Emmanuel;3494;51.69;71.1;2;F;LE PEN;Marine;1420;21.01;28.9;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;074;Denicé;Complet;1154;175;15.16;979;84.84;56;4.85;5.72;9;0.78;0.92;914;79.2;93.36;1;M;MACRON;Emmanuel;576;49.91;63.02;2;F;LE PEN;Marine;338;29.29;36.98;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;075;Dième;Complet;128;18;14.06;110;85.94;6;4.69;5.45;0;0;0;104;81.25;94.55;1;M;MACRON;Emmanuel;43;33.59;41.35;2;F;LE PEN;Marine;61;47.66;58.65;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;076;Dommartin;Complet;2288;376;16.43;1912;83.57;87;3.8;4.55;18;0.79;0.94;1807;78.98;94.51;1;M;MACRON;Emmanuel;1179;51.53;65.25;2;F;LE PEN;Marine;628;27.45;34.75;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;077;Dracé;Complet;832;169;20.31;663;79.69;41;4.93;6.18;9;1.08;1.36;613;73.68;92.46;1;M;MACRON;Emmanuel;239;28.73;38.99;2;F;LE PEN;Marine;374;44.95;61.01;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;078;Duerne;Complet;583;98;16.81;485;83.19;27;4.63;5.57;6;1.03;1.24;452;77.53;93.2;1;M;MACRON;Emmanuel;253;43.4;55.97;2;F;LE PEN;Marine;199;34.13;44.03;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;080;Echalas;Complet;1345;249;18.51;1096;81.49;67;4.98;6.11;13;0.97;1.19;1016;75.54;92.7;1;M;MACRON;Emmanuel;481;35.76;47.34;2;F;LE PEN;Marine;535;39.78;52.66;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;081;Ecully;Complet;11942;2765;23.15;9177;76.85;432;3.62;4.71;122;1.02;1.33;8623;72.21;93.96;1;M;MACRON;Emmanuel;6340;53.09;73.52;2;F;LE PEN;Marine;2283;19.12;26.48;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;082;Emeringes;Complet;195;32;16.41;163;83.59;11;5.64;6.75;0;0;0;152;77.95;93.25;1;M;MACRON;Emmanuel;86;44.1;56.58;2;F;LE PEN;Marine;66;33.85;43.42;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;083;Eveux;Complet;875;138;15.77;737;84.23;42;4.8;5.7;6;0.69;0.81;689;78.74;93.49;1;M;MACRON;Emmanuel;485;55.43;70.39;2;F;LE PEN;Marine;204;23.31;29.61;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;084;Fleurie;Complet;975;186;19.08;789;80.92;50;5.13;6.34;15;1.54;1.9;724;74.26;91.76;1;M;MACRON;Emmanuel;382;39.18;52.76;2;F;LE PEN;Marine;342;35.08;47.24;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;085;Fleurieu-sur-Saône;Complet;1092;222;20.33;870;79.67;60;5.49;6.9;5;0.46;0.57;805;73.72;92.53;1;M;MACRON;Emmanuel;559;51.19;69.44;2;F;LE PEN;Marine;246;22.53;30.56;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;086;Fleurieux-sur-l'Arbresle;Complet;1910;362;18.95;1548;81.05;108;5.65;6.98;19;0.99;1.23;1421;74.4;91.8;1;M;MACRON;Emmanuel;956;50.05;67.28;2;F;LE PEN;Marine;465;24.35;32.72;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;087;Fontaines-Saint-Martin;Complet;2345;455;19.4;1890;80.6;87;3.71;4.6;25;1.07;1.32;1778;75.82;94.07;1;M;MACRON;Emmanuel;1359;57.95;76.43;2;F;LE PEN;Marine;419;17.87;23.57;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;088;Fontaines-sur-Saône;Complet;4993;1377;27.58;3616;72.42;232;4.65;6.42;65;1.3;1.8;3319;66.47;91.79;1;M;MACRON;Emmanuel;2279;45.64;68.67;2;F;LE PEN;Marine;1040;20.83;31.33;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;089;Francheville;Complet;10001;2121;21.21;7880;78.79;368;3.68;4.67;1379;13.79;17.5;6133;61.32;77.83;1;M;MACRON;Emmanuel;4384;43.84;71.48;2;F;LE PEN;Marine;1749;17.49;28.52;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;090;Frontenas;Complet;696;164;23.56;532;76.44;40;5.75;7.52;7;1.01;1.32;485;69.68;91.17;1;M;MACRON;Emmanuel;283;40.66;58.35;2;F;LE PEN;Marine;202;29.02;41.65;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;091;Givors;Complet;11235;4810;42.81;6425;57.19;407;3.62;6.33;147;1.31;2.29;5871;52.26;91.38;1;M;MACRON;Emmanuel;3451;30.72;58.78;2;F;LE PEN;Marine;2420;21.54;41.22;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;092;Gleizé;Complet;5719;1763;30.83;3956;69.17;223;3.9;5.64;72;1.26;1.82;3661;64.01;92.54;1;M;MACRON;Emmanuel;2192;38.33;59.87;2;F;LE PEN;Marine;1469;25.69;40.13;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;093;Grandris;Complet;819;209;25.52;610;74.48;57;6.96;9.34;12;1.47;1.97;541;66.06;88.69;1;M;MACRON;Emmanuel;291;35.53;53.79;2;F;LE PEN;Marine;250;30.53;46.21;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;094;Grézieu-la-Varenne;Complet;4416;968;21.92;3448;78.08;174;3.94;5.05;52;1.18;1.51;3222;72.96;93.45;1;M;MACRON;Emmanuel;2053;46.49;63.72;2;F;LE PEN;Marine;1169;26.47;36.28;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;095;Grézieu-le-Marché;Complet;629;105;16.69;524;83.31;38;6.04;7.25;15;2.38;2.86;471;74.88;89.89;1;M;MACRON;Emmanuel;262;41.65;55.63;2;F;LE PEN;Marine;209;33.23;44.37;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;096;Grigny;Complet;5746;1796;31.26;3950;68.74;289;5.03;7.32;138;2.4;3.49;3523;61.31;89.19;1;M;MACRON;Emmanuel;2053;35.73;58.27;2;F;LE PEN;Marine;1470;25.58;41.73;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;097;Les Haies;Complet;650;133;20.46;517;79.54;31;4.77;6;5;0.77;0.97;481;74;93.04;1;M;MACRON;Emmanuel;234;36;48.65;2;F;LE PEN;Marine;247;38;51.35;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;098;Les Halles;Complet;352;63;17.9;289;82.1;19;5.4;6.57;2;0.57;0.69;268;76.14;92.73;1;M;MACRON;Emmanuel;90;25.57;33.58;2;F;LE PEN;Marine;178;50.57;66.42;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;099;Haute-Rivoire;Complet;988;211;21.36;777;78.64;50;5.06;6.44;11;1.11;1.42;716;72.47;92.15;1;M;MACRON;Emmanuel;318;32.19;44.41;2;F;LE PEN;Marine;398;40.28;55.59;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;100;Irigny;Complet;6354;1491;23.47;4863;76.53;290;4.56;5.96;72;1.13;1.48;4501;70.84;92.56;1;M;MACRON;Emmanuel;2835;44.62;62.99;2;F;LE PEN;Marine;1666;26.22;37.01;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;102;Joux;Complet;571;131;22.94;440;77.06;33;5.78;7.5;9;1.58;2.05;398;69.7;90.45;1;M;MACRON;Emmanuel;182;31.87;45.73;2;F;LE PEN;Marine;216;37.83;54.27;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;103;Juliénas;Complet;685;128;18.69;557;81.31;36;5.26;6.46;9;1.31;1.62;512;74.74;91.92;1;M;MACRON;Emmanuel;309;45.11;60.35;2;F;LE PEN;Marine;203;29.64;39.65;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;104;Jullié;Complet;322;57;17.7;265;82.3;27;8.39;10.19;6;1.86;2.26;232;72.05;87.55;1;M;MACRON;Emmanuel;121;37.58;52.16;2;F;LE PEN;Marine;111;34.47;47.84;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;105;Lacenas;Complet;823;131;15.92;692;84.08;35;4.25;5.06;13;1.58;1.88;644;78.25;93.06;1;M;MACRON;Emmanuel;416;50.55;64.6;2;F;LE PEN;Marine;228;27.7;35.4;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;106;Lachassagne;Complet;944;120;12.71;824;87.29;46;4.87;5.58;15;1.59;1.82;763;80.83;92.6;1;M;MACRON;Emmanuel;465;49.26;60.94;2;F;LE PEN;Marine;298;31.57;39.06;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;107;Lamure-sur-Azergues;Complet;759;167;22;592;78;31;4.08;5.24;8;1.05;1.35;553;72.86;93.41;1;M;MACRON;Emmanuel;260;34.26;47.02;2;F;LE PEN;Marine;293;38.6;52.98;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;108;Lancié;Complet;754;151;20.03;603;79.97;37;4.91;6.14;14;1.86;2.32;552;73.21;91.54;1;M;MACRON;Emmanuel;288;38.2;52.17;2;F;LE PEN;Marine;264;35.01;47.83;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;109;Lantignié;Complet;691;145;20.98;546;79.02;38;5.5;6.96;9;1.3;1.65;499;72.21;91.39;1;M;MACRON;Emmanuel;259;37.48;51.9;2;F;LE PEN;Marine;240;34.73;48.1;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;110;Larajasse;Complet;1439;284;19.74;1155;80.26;78;5.42;6.75;13;0.9;1.13;1064;73.94;92.12;1;M;MACRON;Emmanuel;566;39.33;53.2;2;F;LE PEN;Marine;498;34.61;46.8;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;111;Légny;Complet;501;88;17.56;413;82.44;25;4.99;6.05;6;1.2;1.45;382;76.25;92.49;1;M;MACRON;Emmanuel;215;42.91;56.28;2;F;LE PEN;Marine;167;33.33;43.72;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;112;Lentilly;Complet;5090;1067;20.96;4023;79.04;221;4.34;5.49;53;1.04;1.32;3749;73.65;93.19;1;M;MACRON;Emmanuel;2515;49.41;67.08;2;F;LE PEN;Marine;1234;24.24;32.92;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;113;Létra;Complet;608;121;19.9;487;80.1;37;6.09;7.6;7;1.15;1.44;443;72.86;90.97;1;M;MACRON;Emmanuel;282;46.38;63.66;2;F;LE PEN;Marine;161;26.48;36.34;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;115;Limas;Complet;3393;806;23.75;2587;76.25;135;3.98;5.22;38;1.12;1.47;2414;71.15;93.31;1;M;MACRON;Emmanuel;1478;43.56;61.23;2;F;LE PEN;Marine;936;27.59;38.77;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
