id_commune;annee;insee_pop;insee_log
69205;2020;5229;2167
69205;2021;5300;2197
69205;2022;5370;2197
69205;2023;5370;2197
69205;2024;5370;2197
69206;2016;4363;1969
69206;2017;4378;2035
69206;2018;4394;2056
69206;2019;4409;2077
69206;2020;4403;2084
69206;2021;4461;2121
69206;2022;4533;2121
69206;2023;4533;2121
69206;2024;4533;2121
69207;2016;3135;1334
69207;2017;3085;1364
69207;2018;3043;1336
69207;2019;3001;1308
69207;2020;2981;1309
69207;2021;2978;1318
69207;2022;3037;1318
69207;2023;3037;1318
69207;2024;3037;1318
69208;2016;2267;885
69208;2017;2265;935
69208;2018;2264;928
69208;2019;2262;922
69208;2020;2247;927
69208;2021;2245;937
69208;2022;2252;937
69208;2023;2252;937
69208;2024;2252;937
69209;2016;588;416
69209;2017;582;410
69209;2018;577;416
69209;2019;566;417
69209;2020;556;418
69209;2021;568;416
69209;2022;581;416
69209;2023;581;416
69209;2024;581;416
69212;2016;408;167
69212;2017;432;188
69212;2018;455;199
69212;2019;479;211
69212;2020;476;212
69212;2021;479;216
69212;2022;472;216
69212;2023;472;216
69212;2024;472;216
69214;2016;1220;527
69214;2017;1214;554
69214;2018;1209;548
69214;2019;1204;541
69214;2020;1196;544
69214;2021;1187;546
69214;2022;1175;546
69214;2023;1175;546
69214;2024;1175;546
69215;2016;842;395
69215;2017;854;399
69215;2018;867;403
69215;2019;879;408
69215;2020;897;417
69215;2021;902;423
69215;2022;936;423
69215;2023;936;423
69215;2024;936;423
69216;2016;562;293
69216;2017;562;295
69216;2018;565;297
69216;2019;566;298
69216;2020;570;301
69216;2021;587;302
69216;2022;605;302
69216;2023;605;302
69216;2024;605;302
69217;2016;752;454
69217;2017;747;454
69217;2018;747;462
69217;2019;748;458
69217;2020;748;453
69217;2021;743;454
69217;2022;743;454
69217;2023;743;454
69217;2024;743;454
69218;2016;1030;487
69218;2017;1040;492
69218;2018;1049;496
69218;2019;1048;497
69218;2020;1042;496
69218;2021;1046;499
69218;2022;1051;499
69218;2023;1051;499
69218;2024;1051;499
69219;2016;2134;922
69219;2017;2139;935
69219;2018;2137;954
69219;2019;2133;952
69219;2020;2129;951
69219;2021;2132;960
69219;2022;2120;960
69219;2023;2120;960
69219;2024;2120;960
69220;2016;1857;889
69220;2017;1827;888
69220;2018;1817;894
69220;2019;1805;899
69220;2020;1798;906
69220;2021;1883;935
69220;2022;1950;935
69220;2023;1950;935
69220;2024;1950;935
69225;2016;509;236
69225;2017;524;241
69225;2018;538;246
69225;2019;541;248
69225;2020;539;248
69225;2021;543;251
69225;2022;568;251
69225;2023;568;251
69225;2024;568;251
69227;2016;3886;1798
69227;2017;3865;1806
69227;2018;3885;1834
69227;2019;3853;1837
69227;2020;3860;1860
69227;2021;3891;1889
69227;2022;3917;1889
69227;2023;3917;1889
69227;2024;3917;1889
69228;2016;4174;1800
69228;2017;4183;1805
69228;2018;4212;1818
69228;2019;4224;1829
69228;2020;4223;1871
69228;2021;4249;1912
69228;2022;4274;1912
69228;2023;4274;1912
69228;2024;4274;1912
69229;2016;792;479
69229;2017;790;478
69229;2018;797;482
69229;2019;800;484
69229;2020;792;481
69229;2021;784;478
69229;2022;776;478
69229;2023;776;478
69229;2024;776;478
69230;2016;332;161
69230;2017;324;158
69230;2018;320;157
69230;2019;320;159
69230;2020;314;159
69230;2021;322;162
69230;2022;330;162
69230;2023;330;162
69230;2024;330;162
69231;2016;2636;1140
69231;2017;2635;1145
69231;2018;2615;1168
69231;2019;2596;1166
69231;2020;2576;1163
69231;2021;2587;1174
69231;2022;2586;1174
69231;2023;2586;1174
69231;2024;2586;1174
69233;2016;1200;508
69233;2017;1211;513
69233;2018;1221;523
69233;2019;1228;523
69233;2020;1235;523
69233;2021;1238;526
69233;2022;1241;526
69233;2023;1241;526
69233;2024;1241;526
69234;2016;1558;736
69234;2017;1560;739
69234;2018;1567;745
69234;2019;1583;755
69234;2020;1619;764
69234;2021;1661;773
69234;2022;1703;773
69234;2023;1703;773
69234;2024;1703;773
69235;2016;1844;905
69235;2017;1889;916
69235;2018;1934;926
69235;2019;1967;942
69235;2020;1972;945
69235;2021;1980;949
69235;2022;1990;949
69235;2023;1990;949
69235;2024;1990;949
69236;2016;581;252
69236;2017;579;252
69236;2018;583;252
69236;2019;590;252
69236;2020;596;252
69236;2021;600;254
69236;2022;598;254
69236;2023;598;254
69236;2024;598;254
69238;2016;3654;1906
69238;2017;3682;1944
69238;2018;3687;1957
69238;2019;3710;1980
69238;2020;3704;1987
69238;2021;3712;1991
69238;2022;3749;1991
69238;2023;3749;1991
69238;2024;3749;1991
69239;2016;1176;561
69239;2017;1192;568
69239;2018;1201;571
69239;2019;1212;574
69239;2020;1190;576
69239;2021;1169;577
69239;2022;1147;577
69239;2023;1147;577
69239;2024;1147;577
69240;2016;644;456
69240;2017;630;450
69240;2018;623;451
69240;2019;617;453
69240;2020;612;455
69240;2021;620;449
69240;2022;627;449
69240;2023;627;449
69240;2024;627;449
69241;2016;2530;1023
69241;2017;2539;1037
69241;2018;2548;1052
69241;2019;2590;1074
69241;2020;2637;1098
69241;2021;2628;1098
69241;2022;2657;1098
69241;2023;2657;1098
69241;2024;2657;1098
69242;2016;972;366
69242;2017;976;369
69242;2018;952;390
69242;2019;927;379
69242;2020;903;368
69242;2021;894;371
69242;2022;908;371
69242;2023;908;371
69242;2024;908;371
69243;2016;10532;5545
69243;2017;10582;5526
69243;2018;10587;5494
69243;2019;10490;5528
69243;2020;10572;5593
69243;2021;10428;5643
69243;2022;10881;5643
69243;2023;10881;5643
69243;2024;10881;5643
69244;2016;22356;11031
69244;2017;22297;11115
69244;2018;22403;11214
69244;2019;22286;11372
69244;2020;22475;11492
69244;2021;22676;11560
69244;2022;22819;11560
69244;2023;22819;11560
69244;2024;22819;11560
69245;2016;670;341
69245;2017;684;344
69245;2018;697;351
69245;2019;710;357
69245;2020;712;359
69245;2021;724;366
69245;2022;747;366
69245;2023;747;366
69245;2024;747;366
69246;2016;1205;555
69246;2017;1247;561
69246;2018;1274;570
69246;2019;1295;577
69246;2020;1324;588
69246;2021;1309;594
69246;2022;1293;594
69246;2023;1293;594
69246;2024;1293;594
69248;2016;6036;3453
69248;2017;6031;3459
69248;2018;6027;3465
69248;2019;6020;3470
69248;2020;5944;3466
69248;2021;5869;3463
69248;2022;5794;3463
69248;2023;5794;3463
69248;2024;5794;3463
69249;2016;3032;1364
69249;2017;3050;1373
69249;2018;3068;1382
69249;2019;3053;1388
69249;2020;3111;1428
69249;2021;3131;1450
69249;2022;3268;1450
69249;2023;3268;1450
69249;2024;3268;1450
69250;2016;4061;1878
69250;2017;4050;1889
69250;2018;4040;1900
69250;2019;4117;1942
69250;2020;4249;2009
69250;2021;4272;2026
69250;2022;4460;2026
69250;2023;4460;2026
69250;2024;4460;2026
69252;2016;731;292
69252;2017;737;292
69252;2018;740;295
69252;2019;745;299
69252;2020;746;301
69252;2021;735;301
69252;2022;723;301
69252;2023;723;301
69252;2024;723;301
69253;2016;617;265
69253;2017;617;269
69253;2018;617;273
69253;2019;637;281
69253;2020;646;285
69253;2021;647;285
69253;2022;650;285
69253;2023;650;285
69253;2024;650;285
69254;2016;932;455
69254;2017;952;458
69254;2018;970;465
69254;2019;971;465
69254;2020;973;464
69254;2021;983;471
69254;2022;994;471
69254;2023;994;471
69254;2024;994;471
69255;2016;5571;2398
69255;2017;5734;2453
69255;2018;5896;2507
69255;2019;6080;2590
69255;2020;6082;2592
69255;2021;6091;2601
69255;2022;6198;2601
69255;2023;6198;2601
69255;2024;6198;2601
69256;2016;48497;18785
69256;2017;49658;19078
69256;2018;50823;19368
69256;2019;52795;19709
69256;2020;51761;19970
69256;2021;52139;20354
69256;2022;52448;20354
69256;2023;52448;20354
69256;2024;52448;20354
69257;2016;1087;500
69257;2017;1087;505
69257;2018;1088;509
69257;2019;1086;513
69257;2020;1108;522
69257;2021;1131;532
69257;2022;1153;532
69257;2023;1153;532
69257;2024;1153;532
69258;2016;322;200
69258;2017;321;199
69258;2018;322;200
69258;2019;322;200
69258;2020;320;200
69258;2021;317;200
69258;2022;315;200
69258;2023;315;200
69258;2024;315;200
69259;2016;65405;27404
69259;2017;65894;28136
69259;2018;67129;28803
69259;2019;67285;29178
69259;2020;66765;29490
69259;2021;66363;29813
69259;2022;66701;29813
69259;2023;66701;29813
69259;2024;66701;29813
69260;2016;4872;1906
69260;2017;4998;1969
69260;2018;5001;1988
69260;2019;4999;2006
69260;2020;5105;2070
69260;2021;5140;2110
69260;2022;5175;2110
69260;2023;5175;2110
69260;2024;5175;2110
69261;2016;104;33
69261;2017;101;32
69261;2018;104;33
69261;2019;104;33
69261;2020;103;33
69261;2021;110;34
69261;2022;117;34
69261;2023;117;34
69261;2024;117;34
69263;2016;889;445
69263;2017;883;439
69263;2018;879;442
69263;2019;881;448
69263;2020;880;452
69263;2021;894;461
69263;2022;908;461
69263;2023;908;461
69263;2024;908;461
69264;2016;37266;19141
69264;2017;36857;19239
69264;2018;36288;19210
69264;2019;36291;19196
69264;2020;36009;19274
69264;2021;35913;19597
69264;2022;36224;19597
69264;2023;36224;19597
69264;2024;36224;19597
69265;2016;814;383
69265;2017;806;381
69265;2018;804;382
69265;2019;802;383
69265;2020;803;385
69265;2021;811;388
69265;2022;820;388
69265;2023;820;388
69265;2024;820;388
69266;2016;149019;82778
69266;2017;147712;83272
69266;2018;150659;84104
69266;2019;152212;85193
69266;2020;154781;87061
69266;2021;156928;89282
69266;2022;162207;89282
69266;2023;162207;89282
69266;2024;162207;89282
69267;2016;2109;967
69267;2017;2111;1009
69267;2018;2124;1022
69267;2019;2137;1035
69267;2020;2129;1037
69267;2021;2127;1042
69267;2022;2132;1042
69267;2023;2132;1042
69267;2024;2132;1042
69268;2016;3375;1411
69268;2017;3411;1414
69268;2018;3400;1429
69268;2019;3367;1435
69268;2020;3402;1470
69268;2021;3374;1472
69268;2022;3353;1472
69268;2023;3353;1472
69268;2024;3353;1472
69269;2016;1038;527
69269;2017;1022;515
69269;2018;1005;503
69269;2019;992;506
69269;2020;980;510
69269;2021;965;512
69269;2022;980;512
69269;2023;980;512
69269;2024;980;512
69270;2016;4212;1738
69270;2017;4273;1773
69270;2018;4336;1808
69270;2019;4355;1825
69270;2020;4411;1862
69270;2021;4465;1898
69270;2022;4519;1898
69270;2023;4519;1898
69270;2024;4519;1898
69271;2016;10234;4132
69271;2017;10359;4232
69271;2018;10498;4277
69271;2019;10638;4322
69271;2020;10844;4481
69271;2021;11092;4639
69271;2022;11214;4639
69271;2023;11214;4639
69271;2024;11214;4639
69272;2016;4175;1700
69272;2017;4197;1714
69272;2018;4219;1728
69272;2019;4242;1750
69272;2020;4455;1851
69272;2021;4508;1887
69272;2022;4524;1887
69272;2023;4524;1887
69272;2024;4524;1887
69273;2016;11209;4201
69273;2017;11050;4217
69273;2018;11108;4234
69273;2019;11196;4250
69273;2020;11161;4264
69273;2021;10932;4313
69273;2022;11196;4313
69273;2023;11196;4313
69273;2024;11196;4313
69275;2016;27851;12455
69275;2017;28602;12657
69275;2018;28604;12687
69275;2019;28930;12799
69275;2020;28913;12931
69275;2021;29731;13345
69275;2022;29905;13345
69275;2023;29905;13345
69275;2024;29905;13345
69276;2016;9879;4011
69276;2017;9857;4417
69276;2018;9879;4410
69276;2019;9902;4404
69276;2020;9926;4477
69276;2021;9850;4504
69276;2022;9727;4504
69276;2023;9727;4504
69276;2024;9727;4504
69277;2016;12624;5200
69277;2017;12734;5307
69277;2018;13022;5388
69277;2019;13181;5462
69277;2020;13195;5542
69277;2021;13483;5626
69277;2022;13446;5626
69277;2023;13446;5626
69277;2024;13446;5626
69278;2016;5446;2293
69278;2017;5470;2337
69278;2018;5490;2346
69278;2019;5509;2355
69278;2020;5519;2369
69278;2021;5520;2379
69278;2022;5632;2379
69278;2023;5632;2379
69278;2024;5632;2379
69279;2016;5838;2234
69279;2017;5903;2342
69279;2018;5989;2379
69279;2019;6076;2417
69279;2020;6083;2441
69279;2021;6160;2494
69279;2022;6109;2494
69279;2023;6109;2494
69279;2024;6109;2494
69280;2016;1467;518
69280;2017;1487;561
69280;2018;1508;580
69280;2019;1528;598
69280;2020;1537;607
69280;2021;1530;610
69280;2022;1594;610
69280;2023;1594;610
69280;2024;1594;610
69281;2016;1649;671
69281;2017;1688;690
69281;2018;1831;753
69281;2019;1912;791
69281;2020;1947;804
69281;2021;1963;817
69281;2022;1979;817
69281;2023;1979;817
69281;2024;1979;817
69282;2016;32996;13503
69282;2017;33477;13711
69282;2018;34151;14063
69282;2019;34640;14502
69282;2020;35134;14870
69282;2021;35882;15151
69282;2022;36437;15151
69282;2023;36437;15151
69282;2024;36437;15151
69283;2016;13244;5117
69283;2017;13542;5309
69283;2018;13665;5432
69283;2019;13707;5514
69283;2020;13684;5534
69283;2021;13707;5549
69283;2022;13716;5549
69283;2023;13716;5549
69283;2024;13716;5549
69284;2016;3087;1172
69284;2017;3142;1229
69284;2018;3186;1249
69284;2019;3230;1268
69284;2020;3205;1269
69284;2021;3249;1298
69284;2022;3270;1298
69284;2023;3270;1298
69284;2024;3270;1298
69285;2016;4063;1548
69285;2017;4114;1575
69285;2018;4110;1570
69285;2019;4191;1597
69285;2020;4190;1593
69285;2021;4172;1604
69285;2022;4145;1604
69285;2023;4145;1604
69285;2024;4145;1604
69286;2016;29885;12338
69286;2017;30012;12444
69286;2018;30410;12670
69286;2019;30697;12830
69286;2020;30887;12943
69286;2021;31247;13137
69286;2022;31479;13137
69286;2023;31479;13137
69286;2024;31479;13137
69287;2016;6827;2622
69287;2017;6800;2630
69287;2018;6875;2705
69287;2019;6875;2720
69287;2020;6876;2736
69287;2021;6920;2770
69287;2022;6988;2770
69287;2023;6988;2770
69287;2024;6988;2770
69288;2016;5380;2220
69288;2017;5377;2303
69288;2018;5417;2331
69288;2019;5458;2360
69288;2020;5609;2440
69288;2021;5621;2461
69288;2022;5651;2461
69288;2023;5651;2461
69288;2024;5651;2461
69289;2016;4521;1857
69289;2017;4520;1869
69289;2018;4541;1921
69289;2019;4579;1933
69289;2020;4616;1944
69289;2021;4598;1948
69289;2022;4588;1948
69289;2023;4588;1948
69289;2024;4588;1948
69290;2016;45844;19863
69290;2017;46207;20229
69290;2018;46510;20693
69290;2019;46927;21216
69290;2020;48318;21926
69290;2021;48822;22429
69290;2022;49193;22429
69290;2023;49193;22429
69290;2024;49193;22429
69291;2016;5706;2515
69291;2017;5735;2539
69291;2018;5780;2571
69291;2019;5789;2598
69291;2020;5850;2637
69291;2021;5965;2678
69291;2022;6076;2678
69291;2023;6076;2678
69291;2024;6076;2678
69292;2016;5926;2869
69292;2017;5934;2872
69292;2018;6267;3035
69292;2019;6497;3147
69292;2020;6678;3250
69292;2021;6858;3353
69292;2022;7039;3353
69292;2023;7039;3353
69292;2024;7039;3353
69293;2016;2346;880
69293;2017;2360;888
69293;2018;2374;896
69293;2019;2369;899
69293;2020;2409;920
69293;2021;2423;931
69293;2022;2418;931
69293;2023;2418;931
69293;2024;2418;931
69294;2016;2626;1149
69294;2017;2664;1187
69294;2018;2703;1225
69294;2019;2772;1261
69294;2020;2906;1328
69294;2021;2981;1368
69294;2022;3057;1368
69294;2023;3057;1368
69294;2024;3057;1368
69295;2016;1769;710
69295;2017;1812;732
69295;2018;1799;732
69295;2019;1810;741
69295;2020;1823;751
69295;2021;1855;779
69295;2022;1886;779
69295;2023;1886;779
69295;2024;1886;779
69296;2016;2916;1198
69296;2017;2922;1209
69296;2018;2939;1224
69296;2019;2986;1252
69296;2020;3034;1270
69296;2021;3082;1288
69296;2022;3131;1288
69296;2023;3131;1288
69296;2024;3131;1288
69297;2016;5437;2167
69297;2017;5514;2202
69297;2018;5514;2279
69297;2019;5512;2290
69297;2020;5511;2300
69297;2021;5503;2310
69297;2022;5582;2310
69297;2023;5582;2310
69297;2024;5582;2310
69298;2016;2959;1124
69298;2017;3080;1164
69298;2018;3129;1183
69298;2019;3188;1205
69298;2020;3204;1211
69298;2021;3195;1231
69298;2022;3186;1231
69298;2023;3186;1231
69298;2024;3186;1231
69299;2016;2602;1008
69299;2017;2613;1018
69299;2018;2657;1049
69299;2019;2700;1066
69299;2020;2744;1083
69299;2021;2757;1092
69299;2022;2859;1092
69299;2023;2859;1092
69299;2024;2859;1092
69381;2016;29575;18164
69381;2017;29352;18243
69381;2018;29523;18374
69381;2019;29641;18532
69381;2020;29303;18583
69381;2021;29016;18784
69381;2022;29040;18784
69381;2023;29040;18784
69381;2024;29040;18784
69382;2016;30435;19821
69382;2017;30520;20104
69382;2018;30733;20472
69382;2019;31303;20903
69382;2020;30318;21307
69382;2021;30485;21780
69382;2022;29880;21780
69382;2023;29880;21780
69382;2024;29880;21780
69383;2016;101992;60478
69383;2017;101744;60568
69383;2018;102238;60825
69383;2019;102725;61271
69383;2020;101838;61691
69383;2021;101302;62111
69383;2022;101523;62111
69383;2023;101523;62111
69383;2024;101523;62111
69384;2016;36080;20248
69384;2017;35949;20293
69384;2018;35878;20343
69384;2019;36064;20482
69384;2020;35683;20562
69384;2021;35603;20753
69384;2022;35232;20753
69384;2023;35232;20753
69384;2024;35232;20753
69385;2016;48929;25256
69385;2017;49409;25548
69385;2018;49755;25657
69385;2019;49664;25677
69385;2020;49546;25748
69385;2021;48711;26036
69385;2022;48277;26036
69385;2023;48277;26036
69385;2024;48277;26036
69386;2016;51416;31045
69386;2017;51777;31266
69386;2018;52411;31341
69386;2019;52862;31400
69386;2020;52621;31529
69386;2021;52007;31817
69386;2022;50718;31817
69386;2023;50718;31817
69386;2024;50718;31817
69387;2016;82045;50049
69387;2017;81566;50562
69387;2018;81825;51859
69387;2019;82573;52781
69387;2020;84310;53910
69387;2021;85897;55008
69387;2022;87491;55008
69387;2023;87491;55008
69387;2024;87491;55008
69388;2016;84517;46596
69388;2017;85088;46934
69388;2018;85170;47622
69388;2019;86154;48342
69388;2020;85980;48759
69388;2021;86326;49136
69388;2022;84956;49136
69388;2023;84956;49136
69388;2024;84956;49136
69389;2016;50706;27633
69389;2017;50687;27957
69389;2018;51102;28349
69389;2019;51983;28914
69389;2020;52629;29529
69389;2021;52903;30366
69389;2022;53657;30366
69389;2023;53657;30366
69389;2024;53657;30366
